,artist,song,link,text
8765,Irving Berlin,White Christmas,/i/irving+berlin/white+christmas_20068150.html,"I'm dreaming of a white christmas,  
Just like the ones I used to know  
Where the treetops glisten and children listen  
To hear sleigh bells in the snow  
  
I'm dreaming of a white christmas,  
Just like the ones I used to know  
Where the treetops glisten and children listen  
To hear sleigh bells in the snow  
  
I'm dreaming of a white christmas,  
With every christmas card I write  
May your days be merry and bright,  
And may all your christmases be white  
  
I'm dreaming of a white christmas,  
Just like the ones I used to know  
May your days be merry and bright,  
And may all your christmases be white  
  
I'm dreaming of a white christmas,  
With every christmas card I write  
May your days be merry and bright,  
And may all your christmases be white  
  
May your days be merry and bright,  
And may all your christmases be white  
And may all your christmases be white (All your christmases be white)  
And may all your christmases be white (All your christmases be white)  
And may all your christmases be  
  
(All your christmases be white)  
(All your christmases be white)

"
57014,XTC,Red,/x/xtc/red_20147746.html,"You better watch your tape boys  
It's the tint that angers the beast  
Got their sails in the sunset  
They've already got the east  
  
Red red red  
Don't you let them make you  
Don't let them make you see...red  
  
You better watch your lead boys  
It's already in your veins  
Did you ever see the colour  
Iron turns when it rains  
  
It's not a gross infatuation  
It's not a fear, it's not a crush  
It's not any special nation  
But even now they make me blush

"
32582,Fatboy Slim,Eat Sleep Rave Repeat,/f/fatboy+slim/eat+sleep+rave+repeat_21075036.html,"So there was this Dj who was like kicking off  
I don't know what he was doing  
But it was sick man  
Like, he was like  
Hands in the air  
Like penis out  
Like fucking  
So like this clown  
Started covering us in,silly string  
And we were all like writing around on the floor  
At least I thought we were  
And then his cat walked in  
You know, not like a cat  
Like a feeling cat  
Like a real, like you know  
Like  
You know what I'm saying dog  
Like cats and dogs  
It was raining  
It wasn't raining  
We were raving  
I ate her man  
Not like eight  
Like nine  
Like ate her  
She was fine man  
Like  
You know  
Like eating, sleeping  
Rave  
Repeating  
You know  
There were people dancing  
I think  
Or maybe they were cops  
I think they might have been cops  
But anyway like  
I was just dancing and dancing  
Oh no they were cops  
Shit  
This fucking cop  
Just looked at me  
And I don't know whether he was really saying it  
All he kept saying was,  
Eat  
Sleep  
Rave  
Repeat  
Eat  
Sleep  
Rave  
Repeat  
Eat  
Sleep  
Rave  
Repeat  
Eat  
Sleep  
Rave  
Repeat  
Eat  
Sleep  
Rave  
Repeat  
  
Eat  
Sleep  
Rave  
Repeat  
X 6  
Eat, sleep, rave, repeat  
  
Suddenly I think I'm on the phone  
Suddenly I think I'm telling a story  
But I'm not  
I'm just dancing  
I was just dancing  
I'm just sleeping  
I'm just raving  
I'm just repeating  
  
And on, x 7  
  
Felt this thud  
It was a bassline  
Boom  
Fucking  
Boom  
Man  
  
Sorry dude  
I thought you where an object  
So I went into this diner  
And the guy was like fucking  
You wanna buy something  
I'm like no  
I'm just dancing to the hum of your fridge  
He's like,  
Then get the fuck out of my restaurant  
I'm like  
I like it here  
I like the lighting  
Besides  
I like your waitress  
She looks pretty hot  
So I got her by the arm  
And I drag her out into the street  
And I gave her to a homeless guy  
He gave me all his crack  
And all he kept saying was,  
Eat  
Sleep  
Rave  
Repeat  
X 3  
  
So like John called me the next morning  
Like  
Dude  
Like where were you last night  
I was like  
I was there  
He was like  
Oh yeah  
And then,  
He was like  
Fucking remember that they were playing  
I'm like that tune  
I don't remember fucking anything man  
I mean I have vague recollections  
And like a general feeling of happiness  
And he was like no that fucking song man  
Eat  
Sleep  
Rave  
Repeat  
X 10  
  
I came out of the club  
And there was dark  
And there was night  
And there was streetlamps  
I was pretty like  
I dunno  
So I went into this diner  
And I order some food  
Suddenly it was tomorrow  
And then tomorrow was today  
And then I found this club  
And I went into the club  
And the club was banging  
And the music was like really loud  
And I was raving  
And suddenly I was saving this girl  
From this dude  
And suddenly he was being rude  
All she kept saying was,  
Eat  
Sleep  
Rave  
Repeat  
X 2  
  
All they kept saying was,  
Eat  
Sleep  
Rave  
Repeat  
All I kept thinking was,  
Eat  
Sleep  
Rave  
Repeat  
  
She said  
Yo,I'm an artist  
And then she just started  
To make this thing  
Out of cocaine  
And I swear to god  
It said  
Eat  
Sleep  
Rave  
Repeat  
X 19

"
45289,Neil Diamond,Love song,/n/neil+diamond/love+song_20895205.html,"The words I have to say  
May well be simple but they're true  
Until you give your love  
There's nothing more that we can do  
  
Love is the opening door  
Love is what we came here for  
No one could offer you more  
Do you know what I mean  
Have your eyes really seen  
  
You say its very hard  
To leave behind the life we knew  
But there's no other way  
Now it's really up to you  
  
Love is the key we must turn  
Truth is the flame we must burn  
Freedom's the lesson we learn  
Do you know what I mean  
Have your eyes really seen  
  
Love is the key we must turn  
Truth is the flame we must burn  
Freedom's the lesson we learn  
Do you know what I mean  
Have your eyes really seen  
  
Do you know what I mean  
Have your eyes really seen

"
12974,Michael Buble,All I Want For Christmas Is You,/m/michael+buble/all+i+want+for+christmas+is+you_20988319.html,"I don't want a lot for Christmas  
There's just one thing I need  
I don't care about those presents  
Underneath the Christmas tree  
I just want you for my own  
More than you could ever know  
Make my wish come true  
You know that all I want for Christmas is you  
  
I wont ask for much this Christmas  
I won't even wish for snow  
No I'm just gonna keep on waiting  
Underneath the mistletoe  
  
There's no sense in hanging stocking  
There upon the fireplace  
Santa Claus he won't make me happy  
With a toy on Christmas day  
I just want you here tonight  
Holding on to me so tight  
Girl what can I do  
You know that all I want for Christmas is you  
  
And all the lights are shining  
So brightly everywhere  
And the sound of children's  
Laughter fills the air  
And everyone is singing  
I can hear those sleigh bells ringing  
Santa won't you bring me the one I really love  
Won't you please bring my baby to me  
  
I don't want a lot for Christmas  
This is all I'm asking for  
No I just want to see my baby  
Standing right outside my door  
I just want him for my own  
More than you could ever know  
Make my wish come true  
You know that all I want for Christmas  
Is you  
Is you

"
42852,Marillion,Angelina,/m/marillion/angelina_20275202.html,"Every day at 5 am  
If you're down or in a mess  
Get off on Angelina  
  
When you've stayed up far too late  
Fallen through the door in a state  
Call her at the premium rate  
Tune in to on Angelina  
  
Don't touch that dial  
Don't go to bed  
Don't read a book  
Call up instead  
  
Angelina takes requests  
Every day at 5 am  
If you're down or under stress  
Get into Angelina  
  
When you've stayed up far too late  
If you're life is in a state  
Call her at the premium rate  
Get into Angelina  
  
Don't touch that dial  
Don't go to bed  
Don't read a book  
Call up instead  
0800 s l e e p why h e a d  
Get off on Angelina  
  
Lonelymansbestfriend  
Lonelymansbestfriend  
  
All the classics  
All the hits  
Angelina, she's got it  
Ultra lounge and acid kitsch  
Get off on Angelina  
  
Something wicked something bad  
Something for your mom and dad  
Don't get even, Don't get mad  
Get off on Angelina  
  
Lonelymansbestfriend  
Lonelymansbestfriend  
Ooooh  
  
Mad Bad Kitsch Hits Shhh  
  
Angelina mega-jock  
Angelina round the clock  
Twin decked. Canned up. Ready to rock..

"
3950,Deep Purple,Anya,/d/deep+purple/anya_20038833.html,"I'm so far away from everything you know  
Your name is carried, carried on the wind  
Oh your ice blue waters Anya, where do they flow?  
Where have they been? Ah where have they been?  
A hidden passion touching a spark  
Flame of revolution burning wild in your gypsy heart  
Oh your gypsy heart  
Anya Anya the spirit of freedom  
Anya Anya ooh Anya  
  
The light of freedom buried deep within your soul  
Across the puszta plain to see  
The rhapsody of angels refuse to dance alone  
What do they mean? Oh what do they mean?  
Your jewel flashing across the dark  
Forbidding distance, I love your gypsy heart  
Oh your gypsy heart  
Anya Anya the spirit of freedom  
Anya Anya ooh Anya  
  
Jewel flashing across the dark  
Forbidding distance, I love your gypsy heart  
Oh your gypsy heart  
Anya Anya the spirit of freedom  
Anya Anya ooh Anya

"
10947,Kris Kristofferson,Forever In Your Love,/k/kris+kristofferson/forever+in+your+love_20080490.html,"Lovers make believe in dreams  
Dreamers make believe in makin' love to last forever  
Losers can't believe in anything at all  
Hey-we never meant to fall so hard  
But don't be sorry  
  
Chorus:  
Think of all the love we made us  
Since you used to be afraid of  
Staring at those starry skies above our lives  
And now you're free to  
Be the best that you can be now  
From here to eternity and I'll be here  
Forever in your love  
  
Nothing ever stays the same  
Sometimes lovers even learn to change  
And turn to strangers  
If we never see a single dream come true  
Hey, I still believe in you and me and I'm not sorry.  
  
Chorus:  
Think of all the love we made us  
Since you used to be afraid of  
Staring at those starry skies above our lives  
And now you're free to  
Be the best that you can be now  
From here to eternity and I'll be here  
Forever in your love  
  
Be the best that you can be now  
From here to eternity and I'll be here  
Forever in your love.

"
30874,Electric Light Orchestra,Heart Of Hearts,/e/electric+light+orchestra/heart+of+hearts_20045387.html,"Verse  
They say there's gold under the stone  
They say there's fire in the ice  
They say that love is crazy it's true  
But what can a poor man do  
When he's burned by someone like you  
Chorus  
In your heart of hearts  
Is this romance over  
In your heart of hearts  
Is there nothing I can do  
You made a fool out of this desperate lover  
In your heart of hearts  
Don't push me away  
In your heart of hearts  
Don't you want me to stay  
Verse  
Days of love mean nothing to you  
Night of romance and fire  
What went wrong with this paradise  
What turned the gold to stone  
What turned the fire to ice  
Chorus  
In your heart of hearts  
Is this romance over  
In your heart of hearts  
Is there nothing I can do  
You made a fool out of this desperate lover  
In your heart of hearts  
Don't push me away  
In your heart of hearts  
Don't you want me to stay  
Verse  
You can take the fire away  
But the flame burns hotter  
You can take the love away  
But the memory's stronger every day  
Can't stop it, can't help it  
I'll never forget about you  

"
10806,Kirsty Maccoll,Walking Down Madison,/k/kirsty+maccoll/walking+down+madison_20079580.html,"Walking down madison - I swear I never had a gun  
No I never shot no-one - I was only having fun  
Walking down madison - swear I never had a gun  
I was philosophizing some  
Checking out the bums  
  
See you give 'em your nickels, your pennies and dimes  
But you can't give 'em hope in these mercenary times, oh no  
And you feel real guilty about the coat on your back  
And the sandwich you had, oh no  
  
From an uptown apartment to a knife on the a train  
It's not that far  
From the sharks in the penthouse to the rats in the basement  
It's not that far  
To the bag lady frozen asleep in the park  
Oh no it's not that far  
Would you like to see some more?  
I can show you if you'd like to  
  
Walking down madison - I swear I never had a gun  
No I never shot no-one - wouldn't do it just for fun  
Walking down madison - trying to keep my head screwed on  
I was philosophizing some  
Checking out the nuns  
  
When you get to the corner don't look at those freaks  
Keep your head down low and stay quick on your feet, oh yeah  
The beaming boy from harlem with the airforce coat  
The ones who died  
The ones who tried  
The ones that sit and gloat  
  
From an uptown apartment to a knife on the a train  
It's not that far  
From the sharks in the penthouse to the rats in the basement  
It's not that far  
To the bag lady frozen asleep on the church steps  
It's not that far  
Would you like to see some more?  
I can show you if you'd like to  
  
Within every city and town there's a madison  
Frozen lives for whom nothing's happening  
Hungry children is a mother's dilemma  
Dumpster diving to feed her baby emma  
So you walk on by like it doesn't affect you  
The held out hand that you pay no respect to  
Nickels and dimes won't even buy your guilt  
Another wino burnt to death in his quilt  
It's a cardboard city, newspaper metropolis  
The system can't cope or keep on top of this  
The authorities come as you're not for display  
Do they solve the problem no they move him away  
They're in a vicious circle of no fixed abode  
The social won't pay 'em the money they're owed  
When you've got no money you can't pay rent  
Hypothermia kills ''cause the system is bent  
  
From an uptown apartment to a knife on the a train  
It's not that far  
From the sharks in the penthouse to the rats in the basement  
It's not that far  
To the bag lady frozen asleep in the park  
Oh no it's not that far  
Would you like to see some more?  
I can show you if you'd like to  
  
From an uptown apartment to a knife on the a train  
It's not that far  
From the sharks in the penthouse to the rats in the basement  
It's not that far  
To the bag lady frozen asleep on the church steps  
It's not that far  
Would you like to see some more?  
I can show you if you'd like to  
  
In the subway sits a vacuous man  
His grip on life is a bent tin can  
It's a holy shrine where he burns his light  
It makes things easy and removes his plight  
For an hour or two but he can't escape  
They're all penned in with government tape  
There are good samaritans who bring the soup  
The sally army with their bibles and boots  
You can see yourself as it's not too far  
One short trip you don't who they are  
Till the night comes then it all comes back  
Like the smell of patchouli and the armies of rats  
It's a shame to be human it's a human shame  
It seems we've forgotten we're one and the same

"
48432,Pink Floyd,Country Song,/p/pink+floyd/country+song_20173857.html,"He made his way to the border  
In the shadow under the trees  
Down by a stream in a hollow  
Turn your head feel the breeze  
  
And the red Queen was waiting for the news  
For the white King to move  
And the balance hung upon the head of one who tried  
To stay within the shadows  
And keep his undercover secret tight  
  
They let him in by a back way  
Into a chamber reserved for the Queen  
She took the note that he gave her  
Opened it slowly and started to read  
  
Run to the treasury and bring me back some gold  
Give it to the pawn who came, she cried  
He says the white King thinks the game of chess is wrong  
And all the courtiers crowded her  
And this is what she told the gathered round  
  
Go to the store by the dungeon  
Take all the red paint take all the white  
Make up a newborn color  
Cover your neighbor we'll be all right  
  
There will be no game today, she cried across the board  
Everyday will be a holiday  
And all the pieces cheered as tidings spread abroad  
And the Pink Queen sat  
And smiled at the cat who smiled back.

"
55541,W.A.S.P.,Loco-Motive Man,/w/wasp/loco+motive+man_20232278.html,"I write to claim a lost identity of me  
And I leave a message for you all  
Written here the fear that are my destiny you see  
Come behold madness you never saw  
No love for killer babies  
My blood is written on your walls  
Oh, it's time I leave you now  
Mama look what you made me  
Oh no, you never heard me call  
Oh, I know you'll hear me now, now  
'Cause I'm gone to meet my maker  
'Cause I'm locomotive man  
One killer baby's come to call  
'Cause I'm gonna meet my maker  
I am your loco man  
I'm coming down to take you all  
I feel the rage that brings  
The fame of that I need  
I've now a face forever more  
Living with the fears  
That hear those fantasies in me  
Come an see sadness you never saw  
No love for killer babies  
My pain is written on your walls  
Oh, it's time I leave you now  
Mama look what you made me  
Your locomotive killer calls  
Oh, I know you hear me now  
'Cause I'm gone to meet my maker  
'Cause I'm locomotive man  
One killer baby's come to call  
'Cause I'm gonna meet my maker  
I am your loco man  
I'm coming down to take you all  
Don't wait for me  
Don't hate for me  
Don't ask of what went wrong  
Don't pray for me or wonder why  
You've known this all along  
I've sinned for you  
I envy you  
Your pain I'll never know  
I wanted love, you gave me none  
I've come to take you home  
'Cause I'm gone to meet my maker  
'Cause I'm locomotive man  
One killer baby's come to call  
'Cause I'm gonna meet my maker  
I am your loco man  
I'm coming down to take you all  
'Cause I'm gone to meet my maker  
'Cause I'm locomotive man  
One killer baby's come to call  
'Cause I'm gonna meet my maker  
I am your loco man  
I'm coming down to take you all  
Oh god I'm coming  
Read my words I'm coming  
I got a gun I'm coming  
You won't hear me coming  

"
8421,Indigo Girls,Chickenman,/i/indigo+girls/chickenman_20067255.html,"I am an only child  
Born of the wild  
Riddled to spend my time  
Defending my land  
You are the only one  
Born in the sun  
Riddled to spend your time  
Defending my plan  
Dead dog on the highway  
Median cats are growling at me  
I turn my lights on brighter  
I'm counting through the night ride  
And it's one more life  
(For the taker)  
Chickenman, chickenman  
One more song  
(For the maker)  
Chickenman, chickenman  
On the road to Athens  
I saw a dead deer on the highway  
I slipped into a desert  
Five prairie dogs and a rabbit  
I was running down on Queen Street  
I saw a woman on the sidewalk  
(Danger danger)  
She was beaten by a stranger  
(Danger danger danger danger)  
Danger danger danger  
And it's one more life  
(For the taker)  
Chickenman, chickenman  
Chickenman hold my hand  
One more song  
(For the maker)  
Hold my hand  
Chickenman  
I was on the road to Austin  
Met a man on the highway  
He sold me junk and conversation  
He was wise and dirty from the weather  
I said, ""Darkness into darkness  
All the carnage of my journeys  
Makes it harder to be living""  
He said, ""It's a long road to be forgiven""  
It's one more life  
(For the taker)  
Chickenman, chickenman  
Chickenman hold my had  
One more song  
(For the maker)  
Chickenman, chickenman  
Chickenman hold my hand  
I am an only child  
Born of the wild  
Riddled to spend my time  
Defending my land  
You are the only one  
Born in the sun  
Riddled to spend your time  
Defending my plan  
I went looking for a car  
Found myself beneath the stars  
I went looking for a girl  
Found a man and his world  
Chickenman, chickenman  
(I went looking for a car)  
Chickenman hold my hand  
(Found myself beneath the stars)  
Chickenman, chickenman  
(I went looking for a girl)  
Chickenman hold my hand  
(Found a man and his world)  
I am an only child  
(Chickenman, chickenman)  
(Chickenman hold my hand)  
Hold my hand  
(Chickenman, chickenman)  
(Chickenman hold my hand)  
I am an only child  
(Chickenman, chickenman)  
(Chickenman hold my hand)  
Hold my hand  
(Chickenman, chickenman)  
(Chickenman hold my hand)  
Chickenman chickenman  
Chickenman hold my hand  
Chickenman chickenman  
Chickenman hold my hand  
Chickenman chickenman  
Chickenman hold my hand  
Chickenman chickenman  
Chickenman hold my hand  

"
51149,Rush,Annihilation Gun,/r/rush/annihilation+gun_20474733.html,"Weapons of mass distraction are used by politicians and conspiracy theorists  
Within their reach  
The entire solar system withstanding geographical combat  
Annihilation is one source of political free speech  
In a world of nuclear devastation, doom and deteonation  
In a world of curiosity beyond the imagination  
Every man and woman decides to hide the conspiracy behind global armageddon  
When the entire planet prepares for destruction  
Connecting their minds with others through telepathy  
In the common sense of human curiosity  
Destroy the entire world and get every man and woman out of nowhere  
  
Look out for the annihilation gun  
Look out for everywhere under the sun  
Look out for the annihilation gun  
Look here, there and everywhere  
  
People use their super-human powers to discover the dark and dangerous world  
Of hypothetical secrets  
In most cases, sometimes he or she confess why they regret  
In my opinion, gubernatorial fear is far from over  
The conspiracy is nowhere beyond our greatest self-destructive endeavor  
More and more human beings make connections  
And it's part of an all-out worldwide chain reaction  
Keep staring at the annihilation gun before it's too late  
One year from now, the entire world's about to detonate  
  
Look out for the annihilation gun  
Look out for everywhere under the sun  
Look out for the annihilation gun  
Look here, there and everywhere  
  
All nations will self-destruct, according to research scientists  
The bomb will explode in many countries where nuclear weapons exist  
Search for the enemy within your secret human desire  
Stare at the fugutives caught in the crossfire  
Stare at the anti-terrorsts standing higher  
Look at the dangerous cheaters taking a stand  
Nuclear detours fall pass the right human hand  
Find one or more anti-terrorism activist fighting for freedom  
Be sure the hidden enemy will escape from the kingdom  
  
Look out for the annihilation gun  
Look everywhere under the sun  
Look out for the annihilation gun  
Look here, there and everywhere  
Look out for the annihilation gun  
Look everywhere under the sun  
Look out for the annihilation gun  
Look here, there and everywhere

"
29593,Devo,Beautiful World,/d/devo/beautiful+world_20039668.html,"It's a beautiful world we live in  
A sweet romantic place  
Beautiful people everywhere  
The way they show they care  
Makes me want to say  
  
It's a beautiful world  
It's a beautiful world  
It's a beautiful world  
  
For you  
For you  
For you  
  
It's a wonderful time to be here  
It's nice to be alive  
Wonderful people everywhere  
The way they comb their hair  
Makes me want to say  
  
It's a wonderful place  
It's a wonderful place  
It's a wonderful place  
  
For you  
For you  
For you  
  
Hey  
Tell me what I say  
  
Boy 'n' girl with the new clothes on  
You can shake it to me all night long  
Hey hey  
  
It's a beautiful world we live in  
A sweet romantic place  
Beautiful people everywhere  
The way they show they care  
Makes me want to say  
  
It's a beautiful world  
It's a beautiful world  
It's a beautiful world  
  
For you  
For you  
For you  
  
It's not for me  
  
It's a beautiful world, For you  
It's a beautiful world, For you  
It's a beautiful world, For you  
It's a beautiful world, Not me

"
41104,Lady Gaga,Kaboom,/l/lady+gaga/kaboom_20783232.html,"You gonna get that,  
You gonna get that,  
You gonna get that,  
Then I need the money.  
  
You gonna get that,  
You gonna get that,  
You gonna get that,  
Then I need the money.  
  
He talking to me,  
Like I'm a groupie,  
He's like a pirate,  
He wanna touch my booty,  
We all broke in this club,  
I'm tryna leave so, so what's up,  
No drink left in my cup,  
Better wake your soldier up.  
  
Don't want love just give me your bling bling,  
Listen to me boy cause I need your thing thing,  
Hey there boy, not tryna be funny,  
Ima big girl and I need the money.  
Don't want love just give me your bling bling,  
Listen to me boy cause I need your thing thing,  
Hey there boy, not tryna be funny,  
Ima big girl and I need the money.  
  
Kaboom,  
Let me see your body work (work),  
Work your body till you make your body hurt (hurt),  
Kaboom,  
Can you get in my system,  
I go fast I leave him in the dirt (dirt),  
Kaboom,  
Let me see your body work (work),  
Work your body till you make your body hurt (hurt),  
Kaboom,  
Can you get in my system,  
I go fast I leave him in the dirt (dirt),  
  
Bang Bang boy wanna beat on my drum,  
Beat on my drum cause you know I come come,  
Bang Bang boy wanna beat on my drum,  
Beat on my drum cause you know I come come,  
  
Ahahaha  
  
My sheets are pretty  
I've got the pillows  
That sheet's expensive  
Baby that sheet's expensive  
I've got the stuff like egyptian queens  
Stop messing round cause you know what I mean  
Wanna beat on my drum (uh huh) cause you know I come come.  
  
Don't want love just give me your bling bling,  
Listen to me boy cause I need your thing thing,  
Hey there boy, not tryna be funny,  
Ima big girl and I need the money.  
Don't want love just give me your bling bling,  
Listen to me boy cause I need your thing thing,  
Hey there boy, not tryna be funny,  
Ima big girl and I need the money.  
  
Kaboom,  
Let me see your body work (work),  
Work your body till you make your body hurt (hurt),  
Kaboom,  
Can you get in my system,  
I go fast I leave him in the dirt (dirt),  
Kaboom,  
Let me see your body work (work),  
Work your body till you make your body hurt (hurt),  
Kaboom,  
Can you get in my system,  
I go fast I leave him in the dirt (dirt),  
  
Bang bang boy wanna beat on my drum  
Bang bang boy cause you know I come come,  
  
Don't make me lean on em  
Baby boy what's up  
Dynamite shit go Boom in the club,  
Baby boy get on  
Oooooh, alahh halahh alahhh  
  
Kaboom  
Let me see your body work (work),  
Work your body till you make your body hurt (hurt),  
Kaboom,  
Can you get in my system,  
I go fast I leave him in the dirt (dirt),  
Kaboom  
Let me see your body work (work),  
Work your body till you make your body hurt (hurt),  
Kaboom,  
Can you get in my system,  
I go fast I leave him in the dirt (dirt),  
  
Kaboom!  
Hey jim,... Bring the beat back.  
(Bring the beat back)  
Alahh halahh alahhh

"
25025,Bee Gees,How Deep Is Your Love,/b/bee+gees/how+deep+is+your+love_20015884.html,"I know your eyes in the morning sun  
I feel you touch me in the pouring rain  
And the moment that you wander far from me  
I want to feel you in my arms again  
And you come to me on a summer breeze  
Keep me warm in your love, then you softly leave  
And it's me you need to show  
  
How deep is your love, how deep is your love  
How deep is your love?  
I really mean to learn  
'Cause we're living in a world of fools  
Breaking us down when they all should let us be  
We belong to you and me  
  
I believe in you  
You know the door to my very soul  
You're the light in my deepest, darkest hour  
You're my savior when I fall  
And you may not think I care for you  
When you know down inside that I really do  
And it's me you need to show  
  
How deep is your love, how deep is your love  
How deep is your love?  
I really mean to learn  
'Cause we're living in a world of fools  
Breaking us down when they all should let us be  
We belong to you and me  
  
And you come to me on a summer breeze  
Keep me warm in your love, then you softly leave  
And it's me you need to show  
  
How deep is your love, how deep is your love  
How deep is your love?  
I really mean to learn  
'Cause we're living in a world of fools  
Breaking us down when they all should let us be  
We belong to you and me  
  
How deep is your love, how deep is your love  
I really mean to learn  
'Cause we're living in a world of fools  
Breaking us down when they all should let us be  
We belong to you and me  
  
How deep is your love, how deep is your love  
I really mean to learn  
'Cause we're living in a world of fools  
Breaking us down when they all should let us be  
We belong to you and me

"
25680,Blur,Colin Zeal,/b/blur/colin+zeal_20021030.html,"Colin Zeal knows the value of mass appeal  
He's a pedestrian walker, he's a civil talker  
He's an affable man with a plausible plan  
Keeps his eye on the news, keeps his future in hand  
  
(And then he..)  
Looks at his watch, he's on time yet again  
Looks at his watch, he's on time yet again  
He's pleased with himself, he's pleased with himself  
He's so pleased with himself, ah ha  
  
While sitting in traffic, Colin thinks in automatic  
He's an immaculate dresser, he's your common aggressor  
He's a modern retard with a love of bombast  
Keeps his eye on the news, doesn't dwells on the past  
  
(And then he..)  
Looks at his watch, he's on time yet again  
Looks at his watch, he's on time yet again  
He's pleased with himself, he's pleased with himself  
He's so pleased with himself, ah ha  
He's pleased with himself, he's pleased with himself  
He's so pleased with himself, ah ha  
  
(And then he..)  
Looks at his watch, he's on time yet again  
Looks at his watch, he's on time yet again  
He's pleased with himself, he's pleased with himself  
He's so pleased with himself, ah ha  
He's pleased with himself, he's pleased with himself  
He's so pleased with himself, ah ha  
He's pleased with himself, he's pleased with himself  
He's so pleased with himself, ah ha  
He's pleased with himself, he's so pleased with himself  
He's so pleased with himself, ah ha  
  
(He's a modern retard, he's terminal lard  
He's an affable man, with a carrotene tan  
Because Colin Zeal's ill  
Colin Zeal's ill  
Colin Zeal's ill)  
  
Cause Colin Zeal knows

"
24273,Arlo Guthrie,Days Are Short,/a/arlo+guthrie/days+are+short_20192539.html,"Days are short, and I ain't down  
The sun is on the hill  
Looking in my suitcase for a friend  
The door was opened wide  
You know I lost a little pride  
And inside it was just another man  
  
[CHORUS:]  
Every day another man reaches out his hand  
Every moment there's a shifting in the sand  
Every whisper in the wind  
Brings a good man back again  
Settle me down in my dreams tonight  
Tomorrow's another day to blow my blues away  
  
Lots of folks will tell you that  
A man can go through' life  
Taking what he wants along the way  
But until all men are freed  
Each one gets but what he needs  
The experience of living every day  
  
[CHORUS:]  
  
I woke up this morning  
I awoke upon my knees  
Crying oo-wee, I don't know where I am  
I feel just like a clown  
Every time I move around  
Because, after all, I'm just another man

"
42350,Luther Vandross,Like I'm Invisible,/l/luther+vandross/like+im+invisible_20236055.html,"You talk about me as if I'm not there  
You don't even whisper 'cause you just don't care  
I stand there and listen to my life go by  
And at times I wonder why I even try  
  
Well I try because I like to finish what I start  
And I have faith it can get better tomorrow  
But it won't if you keep treating me  
Like I'm invisible  
  
Say that you won't treat me  
The way you're treating me  
Say that you won't  
I see you but you just keep looking right through me  
Like someone you don't even see  
Like I'm invisible  
  
You brag to your friends how much I must want ya  
You said I was someone you could do with or without  
You're so confident that I'd never leave you  
No wonder you're surprised that I am walking out  
  
Well, I have to leave no matter how sad it might be  
Because this hurt's become my reality  
And I won't let you keep on treating me  
Like I'm invisible  
  
Say that you won't treat me  
The way you're treating me  
Say that you won't  
I see you but you just keep looking right through me  
Like someone you don't even see  
Like I'm invisible  
  
Well I finally got the nerve to move on  
'cause a fly kind of guy like me  
Surely deserves more, much more  
My new love can see what's inside of me  
And she told me to thank you  
For the good love that you blew, and oh  
  
I wish you could see the way she looks at me  
She don't keep me insecure or treat me lovelessly  
She don't hide me from her friends when we have company  
And she never ever makes me feel  
Like I'm invisible  
  
And after we lay here, she wants me to stay here  
I'm not just for making love then expected to leave  
I'm not only someone used for helping her ends meet  
And she'd never ever walk on by me  
Like I'm invisible  
  
Like I'm invisible

"
454,Alan Parsons Project,Take The Money And Run,/a/alan+parsons+project/take+the+money+run_20005408.html,"Stuart Elliot vocal  
  
Ask yourself a question now there's a multiple choice  
""You've only one shot, get it right"", says a distance voice  
Don't get your head into a spin  
If only you could see the mess you're in  
The enemy is closing in see the white of his eye  
He's taking in his prey in sight it's just a matter of time  
May the games begin the best man win  
If only you could see the mess you're in  
  
Is it the pride in you that wont let go  
Is it the fool that wont let it show  
  
Free yourself  
If only you could see yourself  
If you could see yourself  
  
And when the heavens opened up and the walls come tumbling down  
You know there is the only place to go  
And when you've had enough of fighting  
And every mean trick under the sun  
But still you fear the worst is yet to come  
Take the money and run  
  
Count the bottles one by one as they fall to the ground  
Search your mind your heart your soul until the answer is found  
But watch your step the ice is thin  
If only you could see the mess you're in  
  
The man in black looks down on you the insignificant one  
To be or not if all so true the deal is almost done  
It matters not you're lost to him  
If only you could see the mess you're in  
  
Is it the pride in you that wont let go  
Is it the fool that wont let it show?  
  
Free yourself  
If only you could see yourself  
If you could see yourself  
  
And when the heavens opened up and the walls come tumbling down  
You know it is the only place to go  
And when you've had enough of fighting  
And every mean trick under the sun  
But still you fear the worst is yet to come  
Take the money and run

"
